gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,paperlessbilling,monthlycharges,totalcharges,churn,internetservice_Fiber optic,internetservice_No,contract_One year,contract_Two year,paymentmethod_Credit card (automatic),paymentmethod_Electronic check,paymentmethod_Mailed check,tenure_years,has_internet,num_addon_services,charge_tenure_interaction,high_charge_flag,contract_term,auto_pay,echeck_flag,fiber_flag,clv_simple,monthlycharges_z,totalcharges_z,charge_tenure_interaction_z,contract_type_One Year,contract_type_Two Year,internet_type_Fiber optic,internet_type_No Internet,payment_method_Electronic Check,payment_method_Mailed Check,payment_method_Other/Bank Auto,tenure_group_7-12,tenure_group_13-24,tenure_group_25-48,tenure_group_49+
0,0,0,0,19,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,78.25,1490.95,1,1,0,0,0,0,1,0,1.6,1,2.0,1486.75,0,1,0,1,1,1486.75,0.448,-0.349,-0.35,False,False,True,False,True,False,False,False,True,False,False
0,0,0,0,71,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,25.55,1898.1,0,0,1,0,1,0,0,0,5.9,0,1.0,1814.05,0,24,0,0,0,1814.05,-1.303,-0.169,-0.206,False,True,False,True,False,False,True,False,False,False,True
1,0,1,1,54,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0,60.0,3273.95,0,0,0,0,1,0,0,0,4.5,1,3.0,3240.0,0,24,0,0,0,3240.0,-0.158,0.438,0.424,False,True,False,False,False,False,True,False,False,False,True
0,0,1,0,31,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1,90.55,2929.75,0,1,0,0,0,1,0,0,2.6,1,4.0,2807.0499999999997,1,1,1,0,1,2807.05,0.857,0.286,0.233,False,False,True,False,False,False,False,False,False,True,False
1,0,0,0,11,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,76.4,838.7,0,1,0,0,0,0,1,0,0.9,1,1.0,840.4000000000001,0,1,0,1,1,840.4,0.387,-0.637,-0.635,False,False,True,False,True,False,False,True,False,False,False
1,1,0,0,18,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,84.95,1443.65,0,1,0,0,0,0,1,0,1.5,1,2.0,1529.1000000000001,0,1,0,1,1,1529.1,0.671,-0.37,-0.331,False,False,True,False,True,False,False,False,True,False,False
1,1,0,0,72,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1,110.1,7746.7,0,1,0,0,1,0,0,0,6.0,1,6.0,7927.2,1,24,0,0,1,7927.2,1.507,2.412,2.494,False,True,True,False,False,False,True,False,False,False,True
1,1,0,0,71,1,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1,99.65,6951.15,0,1,0,0,0,1,0,0,5.9,1,4.0,7075.150000000001,1,1,1,0,1,7075.15,1.159,2.061,2.118,False,False,True,False,False,False,False,False,False,False,True
0,1,0,0,5,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0,45.4,214.75,0,0,0,0,0,1,0,0,0.4,1,3.0,227.0,0,1,1,0,0,227.0,-0.643,-0.913,-0.906,False,False,False,False,False,False,False,False,False,False,False
0,0,1,0,38,1,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0,69.0,2669.45,0,0,0,1,0,1,0,0,3.2,1,4.0,2622.0,0,12,1,0,0,2622.0,0.141,0.171,0.151,True,False,False,False,False,False,False,False,False,True,False
0,0,0,1,5,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,48.65,235.2,0,0,0,0,0,0,0,0,0.4,1,1.0,243.25,0,1,0,0,0,243.25,-0.535,-0.904,-0.899,False,False,False,False,False,False,True,False,False,False,False
0,1,0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,44.15,92.65,1,0,0,0,0,0,1,0,0.2,1,0.0,88.3,0,1,0,1,0,88.3,-0.685,-0.966,-0.968,False,False,False,False,True,False,False,False,False,False,False
1,1,0,0,52,1,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,59.85,3103.25,0,0,0,0,1,0,0,0,4.3,1,3.0,3112.2000000000003,0,24,0,0,0,3112.2,-0.163,0.363,0.368,False,True,False,False,False,False,True,False,False,False,True
1,1,0,0,8,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,75.75,606.25,1,1,0,0,0,0,1,0,0.7,1,1.0,606.0,0,1,0,1,1,606.0,0.365,-0.74,-0.739,False,False,True,False,True,False,False,True,False,False,False
1,0,0,0,68,1,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1,80.65,5330.2,0,0,0,0,1,0,1,0,5.7,1,5.0,5484.200000000001,0,24,0,1,0,5484.2,0.528,1.346,1.415,False,True,False,False,True,False,False,False,False,False,True
0,0,1,1,69,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,20.55,1403.1,0,0,1,1,0,1,0,0,5.8,0,0.0,1417.95,0,12,1,0,0,1417.95,-1.469,-0.388,-0.38,True,False,False,True,False,False,False,False,False,False,True
1,0,1,0,42,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1,66.4,2727.8,0,0,0,0,0,1,0,0,3.5,1,4.0,2788.8,0,1,1,0,0,2788.8,0.054,0.197,0.225,False,False,False,False,False,False,False,False,False,True,False
1,0,0,0,50,1,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1,100.2,5038.45,0,1,0,0,1,0,0,1,4.2,1,4.0,5010.0,1,24,0,0,1,5010.0,1.178,1.217,1.206,False,True,True,False,False,True,False,False,False,False,True
1,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,19.1,19.1,1,0,1,0,0,0,0,1,0.1,0,0.0,19.1,0,1,0,0,0,19.1,-1.518,-0.999,-0.998,False,False,False,True,False,True,False,False,False,False,False
0,1,1,0,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,80.3,80.3,1,1,0,0,0,0,1,0,0.1,1,2.0,80.3,0,1,0,1,1,80.3,0.516,-0.972,-0.971,False,False,True,False,True,False,False,False,False,False,False
0,0,1,0,33,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,44.55,1462.6,0,0,0,0,0,1,0,0,2.8,1,0.0,1470.1499999999999,0,1,1,0,0,1470.15,-0.672,-0.362,-0.357,False,False,False,False,False,False,False,False,False,True,False
1,0,0,0,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20.35,150.6,0,0,1,0,0,0,0,1,0.6,0,0.0,142.45000000000002,0,1,0,0,0,142.45,-1.476,-0.941,-0.944,False,False,False,True,False,True,False,True,False,False,False
0,0,1,1,64,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,91.8,5960.5,0,1,0,0,0,0,1,0,5.3,1,4.0,5875.2,1,1,0,1,1,5875.2,0.899,1.624,1.588,False,False,True,False,True,False,False,False,False,False,True
1,0,0,0,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,74.9,74.9,1,1,0,0,0,0,1,0,0.1,1,1.0,74.9,0,1,0,1,1,74.9,0.337,-0.974,-0.973,False,False,True,False,True,False,False,False,False,False,False
0,0,0,0,59,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,20.2,1192.3,0,0,1,0,1,0,0,0,4.9,0,0.0,1191.8,0,24,0,0,0,1191.8,-1.481,-0.481,-0.48,False,True,False,True,False,False,True,False,False,False,True
1,0,1,0,6,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,50.35,314.55,0,0,0,0,0,0,1,0,0.5,1,1.0,302.1,0,1,0,1,0,302.1,-0.479,-0.868,-0.873,False,False,False,False,True,False,False,False,False,False,False
1,0,0,0,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,18.8,56.0,0,0,1,0,0,0,0,1,0.2,0,0.0,56.400000000000006,0,1,0,0,0,56.4,-1.527,-0.983,-0.982,False,False,False,True,False,True,False,False,False,False,False
1,0,1,0,15,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20.45,330.8,0,0,1,0,0,1,0,0,1.2,0,0.0,306.75,0,1,1,0,0,306.75,-1.473,-0.861,-0.871,False,False,False,True,False,False,False,False,True,False,False
0,0,1,1,13,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,64.75,877.35,0,0,0,1,0,0,1,0,1.1,1,2.0,841.75,0,12,0,1,0,841.75,-0.0,-0.62,-0.635,True,False,False,False,True,False,False,False,True,False,False
1,0,0,0,23,1,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1,98.7,2249.1,0,1,0,0,0,1,0,0,1.9,1,4.0,2270.1,1,1,1,0,1,2270.1,1.128,-0.014,-0.004,False,False,True,False,False,False,False,False,True,False,False
0,1,1,0,31,1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0,89.45,2807.65,0,1,0,0,0,0,1,0,2.6,1,3.0,2772.9500000000003,0,1,0,1,1,2772.95,0.82,0.232,0.218,False,False,True,False,True,False,False,False,False,True,False
0,0,0,0,29,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1,58.75,1696.2,0,0,0,1,0,0,1,0,2.4,1,3.0,1703.75,0,12,0,1,0,1703.75,-0.2,-0.259,-0.254,True,False,False,False,True,False,False,False,False,True,False
1,0,1,0,49,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20.7,1032.05,0,0,1,1,0,1,0,0,4.1,0,0.0,1014.3,0,12,1,0,0,1014.3,-1.464,-0.552,-0.559,True,False,False,True,False,False,False,False,False,False,True
1,0,1,0,56,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,85.6,4902.8,0,1,0,0,0,0,0,0,4.7,1,2.0,4793.599999999999,0,1,0,0,1,4793.6,0.693,1.157,1.11,False,False,True,False,False,False,True,False,False,False,True
1,0,0,0,63,1,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1,80.3,4995.35,0,0,0,0,1,1,0,0,5.2,1,6.0,5058.9,0,24,1,0,0,5058.9,0.516,1.198,1.227,False,True,False,False,False,False,False,False,False,False,True
0,0,1,0,63,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,79.8,5034.05,0,0,0,0,1,1,0,0,5.2,1,5.0,5027.4,0,24,1,0,0,5027.4,0.5,1.215,1.213,False,True,False,False,False,False,False,False,False,False,True
0,1,1,1,24,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,79.85,1857.75,0,1,0,0,0,0,1,0,2.0,1,2.0,1916.3999999999999,0,1,0,1,1,1916.4,0.501,-0.187,-0.16,False,False,True,False,True,False,False,False,True,False,False
0,1,1,0,36,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,54.1,1992.85,0,0,0,1,0,1,0,0,3.0,1,2.0,1947.6000000000001,0,12,1,0,0,1947.6,-0.354,-0.128,-0.147,True,False,False,False,False,False,False,False,False,True,False
1,1,0,0,9,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,80.85,751.65,1,1,0,0,0,0,1,0,0.8,1,1.0,727.65,0,1,0,1,1,727.65,0.535,-0.676,-0.685,False,False,True,False,True,False,False,True,False,False,False
0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,24.75,66.95,1,0,0,0,0,0,1,0,0.2,1,0.0,74.25,0,1,0,1,0,74.25,-1.33,-0.978,-0.974,False,False,False,False,True,False,False,False,False,False,False
1,0,1,0,21,1,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0,80.9,1714.95,0,0,0,1,0,0,0,1,1.8,1,5.0,1698.9,0,12,0,0,0,1698.9,0.536,-0.25,-0.256,True,False,False,False,False,True,False,False,True,False,False
0,0,1,1,13,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,24.5,343.6,0,0,1,1,0,0,0,0,1.1,0,1.0,318.5,0,12,0,0,0,318.5,-1.338,-0.856,-0.866,True,False,False,True,False,False,True,False,True,False,False
0,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,20.15,20.15,0,0,1,0,0,0,0,0,0.1,0,0.0,20.15,0,1,0,0,0,20.15,-1.483,-0.998,-0.998,False,False,False,True,False,False,True,False,False,False,False
1,0,1,1,25,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20.05,520.1,0,0,1,1,0,0,0,1,2.1,0,0.0,501.25,0,12,0,0,0,501.25,-1.486,-0.778,-0.785,True,False,False,True,False,True,False,False,False,True,False
0,0,1,1,71,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,19.6,1387.45,0,0,1,0,1,0,0,0,5.9,0,0.0,1391.6000000000001,0,24,0,0,0,1391.6,-1.501,-0.395,-0.392,False,True,False,True,False,False,True,False,False,False,True
0,0,0,0,66,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,114.3,7383.7,0,1,0,1,0,0,0,0,5.5,1,7.0,7543.8,1,12,0,0,1,7543.8,1.646,2.252,2.324,True,False,True,False,False,False,True,False,False,False,True
1,0,0,0,45,1,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1,100.3,4483.95,0,1,0,1,0,0,1,0,3.8,1,4.0,4513.5,1,12,0,1,1,4513.5,1.181,0.972,0.986,True,False,True,False,True,False,False,False,False,True,False
1,0,1,0,22,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,80.0,1706.45,0,1,0,0,0,1,0,0,1.8,1,1.0,1760.0,0,1,1,0,1,1760.0,0.506,-0.254,-0.229,False,False,True,False,False,False,False,False,True,False,False
1,0,1,0,67,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,20.85,1327.4,0,0,1,1,0,0,0,0,5.6,0,0.0,1396.95,0,12,0,0,0,1396.95,-1.459,-0.421,-0.39,True,False,False,True,False,False,True,False,False,False,True
1,0,1,0,68,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1,89.95,5974.3,0,1,0,0,1,0,0,0,5.7,1,3.0,6116.6,1,24,0,0,1,6116.6,0.837,1.63,1.694,False,True,True,False,False,False,True,False,False,False,True
1,0,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20.0,1397.475,0,0,1,0,1,0,0,1,0.0,0,0.0,0.0,0,24,0,0,0,0.0,-1.488,-0.39,-1.007,False,True,False,True,False,True,False,False,False,False,False
1,1,0,0,49,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1,90.85,4515.85,1,1,0,0,0,1,0,0,4.1,1,3.0,4451.65,1,1,1,0,1,4451.65,0.867,0.986,0.959,False,False,True,False,False,False,False,False,False,False,True
1,1,0,0,4,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,48.75,179.85,0,0,0,0,0,0,0,1,0.3,1,1.0,195.0,0,1,0,0,0,195.0,-0.532,-0.928,-0.92,False,False,False,False,False,True,False,False,False,False,False
0,0,1,0,63,1,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,80.0,5040.2,0,0,0,1,0,1,0,0,5.2,1,6.0,5040.0,0,12,1,0,0,5040.0,0.506,1.218,1.219,True,False,False,False,False,False,False,False,False,False,True
1,0,1,0,2,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,79.7,165.0,1,1,0,0,0,0,0,0,0.2,1,2.0,159.4,0,1,0,0,1,159.4,0.496,-0.935,-0.936,False,False,True,False,False,False,True,False,False,False,False
0,0,0,0,21,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,20.35,422.7,0,0,1,1,0,0,0,1,1.8,0,0.0,427.35,0,12,0,0,0,427.35,-1.476,-0.821,-0.818,True,False,False,True,False,True,False,False,True,False,False
0,0,1,1,55,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,57.55,3046.4,1,0,0,0,1,0,0,0,4.6,1,3.0,3165.25,0,24,0,0,0,3165.25,-0.24,0.337,0.391,False,True,False,False,False,False,True,False,False,False,True
0,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,20.25,20.25,0,0,1,0,0,0,0,1,0.1,0,0.0,20.25,0,1,0,0,0,20.25,-1.479,-0.998,-0.998,False,False,False,True,False,True,False,False,False,False,False
1,0,0,0,17,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19.4,358.05,0,0,1,0,1,0,0,1,1.4,0,0.0,329.79999999999995,0,24,0,0,0,329.8,-1.508,-0.849,-0.861,False,True,False,True,False,True,False,False,True,False,False
0,0,0,0,30,1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1,100.4,2936.25,0,1,0,0,0,0,0,0,2.5,1,4.0,3012.0,1,1,0,0,1,3012.0,1.184,0.289,0.323,False,False,True,False,False,False,True,False,False,True,False
0,0,1,1,22,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1,57.95,1271.8,0,0,0,0,0,0,0,1,1.8,1,3.0,1274.9,0,1,0,0,0,1274.9,-0.226,-0.446,-0.444,False,False,False,False,False,True,False,False,True,False,False
1,0,0,0,9,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,59.5,530.05,0,0,0,0,0,0,0,0,0.8,1,2.0,535.5,0,1,0,0,0,535.5,-0.175,-0.773,-0.77,False,False,False,False,False,False,True,True,False,False,False
0,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19.2,19.2,0,0,1,0,0,0,0,1,0.1,0,0.0,19.2,0,1,0,0,0,19.2,-1.514,-0.999,-0.998,False,False,False,True,False,True,False,False,False,False,False
1,0,1,0,21,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,86.5,1808.7,1,1,0,0,0,0,1,0,1.8,1,2.0,1816.5,0,1,0,1,1,1816.5,0.722,-0.209,-0.204,False,False,True,False,True,False,False,False,True,False,False
0,0,0,0,19,1,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0,59.55,1144.6,0,0,0,0,0,0,1,0,1.6,1,3.0,1131.45,0,1,0,1,0,1131.45,-0.173,-0.502,-0.507,False,False,False,False,True,False,False,False,True,False,False
1,0,1,1,69,1,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1,103.95,7446.9,1,1,0,0,0,0,1,0,5.8,1,5.0,7172.55,1,1,0,1,1,7172.55,1.302,2.28,2.161,False,False,True,False,True,False,False,False,False,False,True
0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,25.1,25.1,1,0,0,0,0,0,1,0,0.1,1,0.0,25.1,0,1,0,1,0,25.1,-1.318,-0.996,-0.995,False,False,False,False,True,False,False,False,False,False,False
1,0,1,0,72,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,103.95,7556.9,0,1,0,0,1,0,0,0,6.0,1,6.0,7484.400000000001,1,24,0,0,1,7484.4,1.302,2.329,2.298,False,True,True,False,False,False,True,False,False,False,True
0,0,1,1,70,1,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0,68.95,4858.7,0,0,0,0,1,1,0,0,5.8,1,4.0,4826.5,0,24,1,0,0,4826.5,0.139,1.138,1.125,False,True,False,False,False,False,False,False,False,False,True
1,0,0,0,66,1,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1,103.1,6595.0,0,1,0,0,0,0,0,0,5.5,1,6.0,6804.599999999999,1,1,0,0,1,6804.6,1.274,1.904,1.998,False,False,True,False,False,False,True,False,False,False,True
1,0,1,1,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,24.7,149.05,0,0,0,0,0,0,1,0,0.6,1,0.0,172.9,0,1,0,1,0,172.9,-1.331,-0.942,-0.93,False,False,False,False,True,False,False,True,False,False,False
1,1,1,1,46,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1,110.2,4972.1,0,1,0,0,0,0,1,0,3.8,1,6.0,5069.2,1,1,0,1,1,5069.2,1.51,1.188,1.232,False,False,True,False,True,False,False,False,False,True,False
0,0,0,0,39,0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1,48.95,1880.85,1,0,0,0,0,1,0,0,3.2,1,4.0,1909.0500000000002,0,1,1,0,0,1909.05,-0.525,-0.177,-0.164,False,False,False,False,False,False,False,False,False,True,False
1,0,1,1,32,1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0,62.45,2045.55,0,0,0,0,0,0,0,0,2.7,1,3.0,1998.4,0,1,0,0,0,1998.4,-0.077,-0.104,-0.124,False,False,False,False,False,False,True,False,False,True,False
0,0,0,0,24,1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1,89.55,2187.15,0,1,0,0,0,0,1,0,2.0,1,3.0,2149.2,0,1,0,1,1,2149.2,0.824,-0.042,-0.058,False,False,True,False,True,False,False,False,True,False,False
0,0,1,1,6,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,83.55,477.55,1,1,0,0,0,1,0,0,0.5,1,2.0,501.29999999999995,0,1,1,0,1,501.3,0.624,-0.797,-0.785,False,False,True,False,False,False,False,False,False,False,False
1,0,0,0,37,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,78.9,2976.95,0,0,0,0,0,1,0,0,3.1,1,6.0,2919.3,0,1,1,0,0,2919.3,0.47,0.307,0.282,False,False,False,False,False,False,False,False,False,True,False
0,0,0,1,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20.35,178.7,0,0,1,0,0,0,0,1,0.7,0,0.0,162.8,0,1,0,0,0,162.8,-1.476,-0.928,-0.935,False,False,False,True,False,True,False,True,False,False,False
1,0,1,1,72,1,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1,71.45,5025.85,0,0,0,0,1,0,0,0,6.0,1,4.0,5144.400000000001,0,24,0,0,0,5144.4,0.222,1.211,1.265,False,True,False,False,False,False,True,False,False,False,True
0,1,1,0,71,0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,46.35,3353.4,0,0,0,0,1,1,0,0,5.9,1,4.0,3290.85,0,24,1,0,0,3290.85,-0.612,0.473,0.447,False,True,False,False,False,False,False,False,False,False,True
1,0,1,0,16,1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1,94.65,1461.15,0,1,0,0,0,0,0,0,1.3,1,3.0,1514.4,1,1,0,0,1,1514.4,0.993,-0.362,-0.338,False,False,True,False,False,False,True,False,True,False,False
1,0,1,0,57,0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1,49.9,2782.4,0,0,0,0,0,0,0,0,4.8,1,4.0,2844.2999999999997,0,1,0,0,0,2844.3,-0.494,0.221,0.249,False,False,False,False,False,False,True,False,False,False,True
0,0,0,0,66,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,25.45,1699.15,0,0,1,1,0,0,0,0,5.5,0,1.0,1679.7,0,12,0,0,0,1679.7,-1.306,-0.257,-0.265,True,False,False,True,False,False,True,False,False,False,True
1,1,0,0,17,1,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1,89.15,1496.9,1,1,0,0,0,0,1,0,1.4,1,3.0,1515.5500000000002,0,1,0,1,1,1515.55,0.811,-0.347,-0.337,False,False,True,False,True,False,False,False,True,False,False
1,0,0,1,21,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20.75,452.2,0,0,1,0,0,0,0,1,1.8,0,0.0,435.75,0,1,0,0,0,435.75,-1.463,-0.808,-0.814,False,False,False,True,False,True,False,False,True,False,False
0,0,1,0,66,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,66.1,4428.45,0,0,0,0,1,1,0,0,5.5,1,4.0,4362.599999999999,0,24,1,0,0,4362.6,0.044,0.948,0.92,False,True,False,False,False,False,False,False,False,False,True
1,0,1,0,17,1,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1,75.4,1322.55,0,0,0,0,0,0,0,0,1.4,1,4.0,1281.8000000000002,0,1,0,0,0,1281.8,0.354,-0.424,-0.441,False,False,False,False,False,False,True,False,True,False,False
0,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,70.45,70.45,1,1,0,0,0,0,0,1,0.1,1,0.0,70.45,0,1,0,0,1,70.45,0.189,-0.976,-0.975,False,False,True,False,False,True,False,False,False,False,False
0,0,1,0,58,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,60.3,3563.8,1,0,0,1,0,1,0,0,4.8,1,3.0,3497.3999999999996,0,12,1,0,0,3497.4,-0.148,0.566,0.538,True,False,False,False,False,False,False,False,False,False,True
1,0,1,1,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21.05,139.75,0,0,1,0,0,1,0,0,0.7,0,0.0,168.4,0,1,1,0,0,168.4,-1.453,-0.946,-0.932,False,False,False,True,False,False,False,True,False,False,False
0,0,0,0,27,1,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0,69.35,1927.3,0,0,0,1,0,1,0,0,2.2,1,4.0,1872.4499999999998,0,12,1,0,0,1872.45,0.152,-0.157,-0.18,True,False,False,False,False,False,False,False,False,True,False
0,0,1,0,34,1,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,88.85,3000.25,0,1,0,0,0,0,0,1,2.8,1,3.0,3020.8999999999996,0,1,0,0,1,3020.9,0.801,0.317,0.327,False,False,True,False,False,True,False,False,False,True,False
0,0,0,0,30,1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1,97.0,3021.3,0,1,0,1,0,0,0,0,2.5,1,3.0,2910.0,1,12,0,0,1,2910.0,1.071,0.326,0.278,True,False,True,False,False,False,True,False,False,True,False
0,0,0,0,33,1,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1,66.4,2245.4,0,0,0,0,0,1,0,0,2.8,1,3.0,2191.2000000000003,0,1,1,0,0,2191.2,0.054,-0.016,-0.039,False,False,False,False,False,False,False,False,False,True,False
0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,24.75,24.75,1,0,0,0,0,0,1,0,0.1,1,0.0,24.75,0,1,0,1,0,24.75,-1.33,-0.996,-0.996,False,False,False,False,True,False,False,False,False,False,False
0,0,1,1,14,1,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0,69.2,944.65,0,0,0,0,0,0,0,1,1.2,1,4.0,968.8000000000001,0,1,0,0,0,968.8,0.148,-0.59,-0.579,False,False,False,False,False,True,False,False,True,False,False
1,0,0,1,16,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,79.5,1264.2,0,1,0,1,0,1,0,0,1.3,1,2.0,1272.0,0,12,1,0,1,1272.0,0.49,-0.449,-0.445,True,False,True,False,False,False,False,False,True,False,False
1,0,0,0,49,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,100.65,4917.75,0,1,0,0,1,1,0,0,4.1,1,4.0,4931.85,1,24,1,0,1,4931.85,1.193,1.164,1.171,False,True,True,False,False,False,False,False,False,False,True
0,0,1,1,19,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,103.3,2012.7,1,1,0,0,0,0,1,0,1.6,1,5.0,1962.7,1,1,0,1,1,1962.7,1.281,-0.119,-0.14,False,False,True,False,True,False,False,False,True,False,False
1,0,1,1,70,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0,79.7,5743.3,0,0,0,0,1,0,0,0,5.8,1,6.0,5579.0,0,24,0,0,0,5579.0,0.496,1.528,1.457,False,True,False,False,False,False,True,False,False,False,True
1,0,1,1,32,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,61.4,1864.65,0,0,0,0,0,0,0,0,2.7,1,3.0,1964.8,0,1,0,0,0,1964.8,-0.112,-0.184,-0.139,False,False,False,False,False,False,True,False,False,True,False
1,0,0,0,18,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,69.8,1221.65,0,1,0,0,0,0,1,0,1.5,1,0.0,1256.3999999999999,0,1,0,1,1,1256.4,0.167,-0.468,-0.452,False,False,True,False,True,False,False,False,True,False,False
