gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,paperlessbilling,monthlycharges,totalcharges,churn,internetservice_Fiber optic,internetservice_No,contract_One year,contract_Two year,paymentmethod_Credit card (automatic),paymentmethod_Electronic check,paymentmethod_Mailed check,tenure_years,has_internet,num_addon_services,charge_tenure_interaction,high_charge_flag,contract_term,auto_pay,echeck_flag,fiber_flag,clv_simple,monthlycharges_z,totalcharges_z,charge_tenure_interaction_z,contract_type_One Year,contract_type_Two Year,internet_type_Fiber optic,internet_type_No Internet,payment_method_Electronic Check,payment_method_Mailed Check,payment_method_Other/Bank Auto,tenure_group_7-12,tenure_group_13-24,tenure_group_25-48,tenure_group_49+,pred_churn_prob,pred_churn_label,,customerID
1,0,0,0,6,1,1,0,0,0,0,1,1,1,93.55,536.4,1,1,0,0,0,0,0,0,0.5,1,3,561.3,1,1,0,0,1,561.3,0.957,-0.771,-0.759,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.37962148,0,,9025-AOMKI
0,0,0,0,71,1,1,0,0,1,1,0,0,1,86.4,6172,0,1,0,0,1,1,0,0,5.9,1,3,6134.4,0,24,1,0,1,6134.4,0.719,1.717,1.702,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.37221092,0,,6339-TBELP
1,0,1,0,24,1,1,1,1,1,0,0,0,0,66.3,1559.45,0,0,0,0,0,0,0,1,2,1,4,1591.2,0,1,0,0,0,1591.2,0.051,-0.319,-0.304,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0.1954292,0,,7964-YESJC
0,1,1,0,67,1,1,0,0,0,0,1,1,1,94.65,6079,0,1,0,0,0,1,0,0,5.6,1,3,6341.55,1,1,1,0,1,6341.55,0.993,1.676,1.794,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.20222838,0,,6173-GOLSU
0,0,0,0,1,1,0,0,0,0,0,0,1,1,80.85,80.85,1,1,0,0,0,0,0,1,0.1,1,1,80.85,0,1,0,0,1,80.85,0.535,-0.972,-0.971,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.526216,1,,5275-SQEIZ
1,0,1,1,48,1,1,0,0,0,0,0,1,1,82.05,4029.95,1,1,0,1,0,0,0,1,4,1,2,3938.4,0,12,0,0,1,3938.4,0.575,0.772,0.732,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0.32445675,0,,7716-YTYHG
1,0,1,0,37,1,1,0,1,0,1,0,1,0,72.1,2658.4,0,0,0,1,0,0,0,1,3.1,1,4,2667.7,0,12,0,0,0,2667.7,0.244,0.166,0.171,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0.08342412,0,,9938-ZREHM
0,0,0,0,11,0,0,0,1,1,0,0,0,0,34.7,383.55,0,0,0,0,0,0,0,1,0.9,1,2,381.7,0,1,0,0,0,381.7,-0.999,-0.838,-0.838,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,0.09961465,0,,7950-XWOVN
0,0,1,0,3,1,0,0,0,0,0,0,0,1,20.55,51.15,1,0,1,0,0,1,0,0,0.2,0,0,61.65,0,1,1,0,0,61.65,-1.469,-0.985,-0.979,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.021352839,0,,4390-KYULV
1,0,1,0,18,1,0,0,0,1,0,1,1,1,95.95,1745.5,0,1,0,0,0,1,0,0,1.5,1,3,1727.1,1,1,1,0,1,1727.1,1.036,-0.237,-0.244,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0.1520207,0,,4647-MUZON
0,0,1,1,50,1,0,0,0,0,0,0,0,1,44.8,2230.85,0,0,0,1,0,0,0,0,4.2,1,0,2240,0,12,0,0,0,2240,-0.663,-0.023,-0.017,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0.08478216,0,,9702-AIUJO
1,0,1,1,67,1,1,1,0,1,1,1,1,1,109.4,7281.6,0,1,0,1,0,0,1,0,5.6,1,6,7329.8,1,12,0,1,1,7329.8,1.483,2.207,2.23,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.59588265,1,,8849-PRIQJ
1,0,1,0,25,1,0,1,1,0,1,0,1,1,71.05,1837.7,0,0,0,0,0,0,0,1,2.1,1,4,1776.25,0,1,0,0,0,1776.25,0.209,-0.196,-0.222,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0.17066371,0,,8851-RAGOV
1,1,0,0,2,1,1,0,0,1,0,0,0,1,78.55,149.55,1,1,0,0,0,0,1,0,0.2,1,2,157.1,0,1,0,1,1,157.1,0.458,-0.941,-0.937,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.5090179,1,,1304-NECVQ
0,0,0,0,9,1,0,0,0,0,0,0,0,0,19.7,180.7,0,0,1,0,0,1,0,0,0.8,0,0,177.3,0,1,1,0,0,177.3,-1.498,-0.928,-0.928,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.022115681,0,,5396-IZEPB
1,0,0,1,10,0,0,1,1,0,1,0,0,0,40.25,411.45,0,0,0,1,0,0,0,1,0.8,1,3,402.5,0,12,0,0,0,402.5,-0.815,-0.826,-0.829,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,0.13041939,0,,1729-VLAZJ
1,0,1,0,70,1,0,0,0,0,0,0,0,0,19.85,1328.35,0,0,1,0,1,1,0,0,5.8,0,0,1389.5,0,24,1,0,0,1389.5,-1.493,-0.421,-0.393,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.018823497,0,,8285-ABVLB
0,0,0,0,9,1,0,1,0,1,1,0,1,1,68.25,576.95,0,0,0,0,0,0,0,0,0.8,1,4,614.25,0,1,0,0,0,614.25,0.116,-0.753,-0.735,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0.061140403,0,,0701-TJSEF
1,0,0,0,4,1,0,0,0,0,0,0,0,1,20.15,68.45,0,0,1,0,0,1,0,0,0.3,0,0,80.6,0,1,1,0,0,80.6,-1.483,-0.977,-0.971,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0355639,0,,5712-VBOXD
1,0,0,0,2,1,0,1,0,0,0,0,0,0,50.95,123.05,0,0,0,0,0,0,0,1,0.2,1,1,101.9,0,1,0,0,0,101.9,-0.459,-0.953,-0.962,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.1354676,0,,6629-LADHQ
1,0,0,1,1,1,0,0,0,0,0,0,1,0,78.65,78.65,1,1,0,0,0,0,1,0,0.1,1,1,78.65,0,1,0,1,1,78.65,0.462,-0.973,-0.972,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.55715066,1,,8945-GRKHX
0,0,0,0,19,0,0,0,0,0,0,0,0,1,25.15,468.35,0,0,0,0,0,0,0,0,1.6,1,0,477.85,0,1,0,0,0,477.85,-1.316,-0.801,-0.796,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0.11551122,0,,1559-DTODC
0,0,1,1,7,1,0,0,0,0,0,0,0,1,20.25,174.7,0,0,1,0,0,0,0,0,0.6,0,0,141.75,0,1,0,0,0,141.75,-1.479,-0.93,-0.944,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0.036790445,0,,4797-MIWUM
0,0,0,0,1,1,0,0,0,0,0,0,0,1,42.9,42.9,1,0,0,0,0,0,1,0,0.1,1,0,42.9,0,1,0,1,0,42.9,-0.727,-0.988,-0.988,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.20723543,0,,6959-UWKHF
0,1,0,0,1,1,0,0,0,0,0,0,0,0,44,44,0,0,0,0,0,0,1,0,0.1,1,0,44,0,1,0,1,0,44,-0.69,-0.988,-0.987,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.5161089,1,,8720-RQSBJ
1,0,1,1,9,1,0,0,0,0,0,0,0,0,20.25,172.35,0,0,1,1,0,0,0,1,0.8,0,0,182.25,0,12,0,0,0,182.25,-1.479,-0.931,-0.926,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,0.059116848,0,,4537-CIBHB
1,0,0,0,3,0,0,1,0,0,1,0,0,0,34.25,139.35,1,0,0,0,0,0,0,1,0.2,1,2,102.75,0,1,0,0,0,102.75,-1.014,-0.946,-0.961,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.1418085,0,,3815-SLMEF
1,0,0,0,9,0,0,1,0,1,1,1,1,0,58.5,539.85,1,0,0,0,0,0,0,1,0.8,1,5,526.5,0,1,0,0,0,526.5,-0.208,-0.769,-0.774,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,0.12544475,0,,5154-VEKBL
1,0,0,0,5,1,0,1,0,1,0,0,0,0,55.8,300.4,0,0,0,0,0,1,0,0,0.4,1,2,279,0,1,1,0,0,279,-0.298,-0.875,-0.883,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.08157824,0,,4324-AHJKS
1,0,1,1,56,1,0,0,0,0,0,1,1,0,88.9,4968,0,1,0,1,0,0,0,0,4.7,1,2,4978.4,0,12,0,0,1,4978.4,0.802,1.186,1.192,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0.17863144,0,,4355-CVPVS
1,0,0,1,18,1,1,1,0,0,0,0,0,0,57.65,992.7,0,0,0,0,0,0,0,1,1.5,1,2,1037.7,0,1,0,0,0,1037.7,-0.236,-0.569,-0.548,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0.18710697,0,,4495-LHSSK
0,1,0,0,49,1,1,0,0,0,0,1,1,1,96.2,4718.25,1,1,0,0,0,0,1,0,4.1,1,3,4713.8,1,1,0,1,1,4713.8,1.045,1.076,1.075,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.5598914,1,,5655-JSMZM
0,0,1,0,70,1,1,1,1,1,1,1,0,0,79.15,5536.5,0,0,0,0,1,0,0,1,5.8,1,6,5540.5,0,24,0,0,0,5540.5,0.478,1.437,1.44,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.25710604,0,,5915-ANOEI
1,0,0,0,72,1,1,0,1,1,1,1,1,1,108.05,7806.6,0,1,0,0,1,1,0,0,6,1,6,7779.6,1,24,1,0,1,7779.6,1.439,2.439,2.429,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.5344817,1,,9861-PDSZP
1,1,0,0,6,1,0,0,0,1,0,0,0,0,74.4,434.1,1,1,0,0,0,0,1,0,0.5,1,1,446.4,0,1,0,1,1,446.4,0.32,-0.816,-0.809,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.26457828,0,,4505-EXZHB
0,1,1,0,17,1,1,0,0,0,0,1,1,1,94.8,1563.9,0,1,0,0,0,0,1,0,1.4,1,3,1611.6,1,1,0,1,1,1611.6,0.998,-0.317,-0.295,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0.5968946,1,,7225-CBZPL
0,0,1,0,29,0,0,0,0,0,0,1,1,1,45.9,1332.4,0,0,0,0,0,0,1,0,2.4,1,2,1331.1,0,1,0,1,0,1331.1,-0.627,-0.419,-0.419,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.2339391,0,,6704-UTUKK
1,0,1,0,6,1,1,0,1,1,0,1,1,1,105.3,545.2,1,1,0,0,0,0,1,0,0.5,1,5,631.8,1,1,0,1,1,631.8,1.347,-0.767,-0.728,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.46856758,0,,4587-VVTOX
0,0,1,0,63,1,1,0,0,1,0,1,1,0,102.6,6296.75,0,1,0,0,1,0,1,0,5.2,1,4,6463.8,1,24,0,1,1,6463.8,1.258,1.772,1.848,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.8230073,1,,2019-HDCZY
0,0,1,0,16,1,1,0,0,0,0,0,0,1,73.85,1284.2,1,1,0,0,0,0,0,0,1.3,1,1,1181.6,0,1,0,0,1,1181.6,0.302,-0.44,-0.485,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0.38979527,0,,4652-NNHNY
0,0,0,0,59,1,0,0,0,1,0,0,1,1,61.35,3645.5,0,0,0,1,0,0,0,0,4.9,1,2,3619.65,0,12,0,0,0,3619.65,-0.113,0.602,0.592,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0.075208314,0,,8788-DOXSU
1,0,0,0,3,1,0,0,0,1,0,1,0,0,57.55,161.45,0,0,0,0,0,0,1,0,0.2,1,2,172.65,0,1,0,1,0,172.65,-0.24,-0.936,-0.93,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.19154166,0,,7404-JLKQG
1,0,0,0,8,0,0,0,1,0,0,0,0,1,29.25,226.95,0,0,0,0,0,0,0,1,0.7,1,1,234,0,1,0,0,0,234,-1.18,-0.907,-0.903,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,0.112914525,0,,7421-ZLUPA
1,1,1,0,7,1,1,0,0,0,0,0,1,1,84.55,646.85,1,1,0,0,0,0,1,0,0.6,1,2,591.85,0,1,0,1,1,591.85,0.658,-0.722,-0.745,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.4843392,0,,8972-HJWNV
1,0,0,0,68,1,0,0,0,0,0,0,0,0,19.6,1441.65,0,0,1,0,1,1,0,0,5.7,0,0,1332.8,0,24,1,0,0,1332.8,-1.501,-0.371,-0.418,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.016068935,0,,3274-NSDWE
1,0,1,1,68,1,1,1,0,1,1,1,1,0,111.75,7511.3,0,1,0,0,1,1,0,0,5.7,1,6,7599,1,24,1,0,1,7599,1.562,2.309,2.349,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.54327756,1,,2632-IVXVF
1,1,1,0,52,1,1,0,1,1,0,1,1,1,106.5,5621.85,0,1,0,1,0,0,1,0,4.3,1,5,5538,1,12,0,1,1,5538,1.387,1.474,1.439,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.51505786,1,,3692-JHONH
0,0,1,1,72,1,1,1,1,0,1,1,1,1,107.7,7919.8,0,1,0,0,1,1,0,0,6,1,6,7754.4,1,24,1,0,1,7754.4,1.427,2.489,2.417,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.6460419,1,,8915-NNTRC
1,0,1,0,32,1,0,0,0,0,0,0,0,0,19.3,593.2,0,0,1,1,0,0,0,1,2.7,0,0,617.6,0,12,0,0,0,617.6,-1.511,-0.745,-0.734,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0.054575,0,,5914-GXMDA
1,0,1,0,72,1,0,0,0,0,0,0,0,0,20.05,1423.65,0,0,1,0,1,0,0,0,6,0,0,1443.6,0,24,0,0,0,1443.6,-1.486,-0.379,-0.369,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0.02880353,0,,7463-IFMQU
0,0,1,1,1,1,0,0,0,0,0,0,0,1,69.95,69.95,0,1,0,0,0,1,0,0,0.1,1,0,69.95,0,1,1,0,1,69.95,0.172,-0.976,-0.976,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.12524752,0,,2920-RNCEZ
0,0,1,1,42,1,0,1,0,0,1,0,1,0,63.7,2763.35,0,0,0,1,0,1,0,0,3.5,1,3,2675.4,0,12,1,0,0,2675.4,-0.035,0.213,0.175,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.048881285,0,,2541-YGPKE
1,0,0,0,25,1,1,0,0,0,0,0,0,0,24.75,692.1,1,0,1,0,1,1,0,0,2.1,0,1,618.75,0,24,1,0,0,618.75,-1.33,-0.702,-0.733,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.027352907,0,,8515-OCTJS
0,0,0,0,45,1,0,1,0,0,0,0,0,1,50.9,2298.55,0,0,0,0,0,0,0,0,3.8,1,1,2290.5,0,1,0,0,0,2290.5,-0.461,0.007,0.005,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.110302344,0,,5382-TEMLV
1,0,1,1,43,0,0,1,0,1,1,1,1,1,60.4,2640.55,0,0,0,1,0,1,0,0,3.6,1,5,2597.2,0,12,1,0,0,2597.2,-0.145,0.158,0.14,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.06637195,0,,3441-CGZJH
0,0,1,0,37,1,1,1,0,1,0,1,1,0,79.25,2911.8,0,0,0,1,0,0,0,1,3.1,1,5,2932.25,0,12,0,0,0,2932.25,0.481,0.278,0.288,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0.1808715,0,,9592-ERDKV
1,1,0,0,20,1,1,0,0,0,0,0,1,1,85.8,1727.5,1,1,0,0,0,1,0,0,1.7,1,2,1716,0,1,1,0,1,1716,0.699,-0.245,-0.249,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0.24391343,0,,2860-RANUS
1,0,0,0,4,0,0,0,0,0,0,0,0,1,24.45,86.6,1,0,0,0,0,0,1,0,0.3,1,0,97.8,0,1,0,1,0,97.8,-1.34,-0.969,-0.963,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.19039807,0,,5261-QSHQM
0,0,1,0,63,1,0,1,1,1,1,1,1,1,110.1,6705.7,0,1,0,0,1,1,0,0,5.2,1,6,6936.3,1,24,1,0,1,6936.3,1.507,1.953,2.056,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.28403708,0,,4778-IZARL
0,0,0,0,3,1,0,0,0,0,0,1,1,0,90.7,237.65,0,1,0,0,0,0,0,1,0.2,1,2,272.1,1,1,0,0,1,272.1,0.862,-0.902,-0.886,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.31402785,0,,0432-CAJZV
0,0,1,1,66,1,1,0,0,0,0,0,0,1,25.3,1672.35,0,0,1,0,1,1,0,0,5.5,0,1,1669.8,0,24,1,0,0,1669.8,-1.311,-0.269,-0.269,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.017035581,0,,7008-LZVOZ
0,0,0,0,28,1,1,0,1,1,0,1,1,1,105.7,2979.5,1,1,0,0,0,0,1,0,2.3,1,5,2959.6,1,1,0,1,1,2959.6,1.361,0.308,0.3,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.36733878,0,,8868-WOZGU
1,1,0,0,8,1,1,0,0,0,0,0,1,0,85.2,695.75,0,1,0,0,0,0,1,0,0.7,1,2,681.6,0,1,0,1,1,681.6,0.679,-0.7,-0.706,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.4588718,0,,1200-TUZHR
0,0,0,1,71,1,1,0,0,0,0,0,0,0,24.35,1654.6,0,0,1,0,1,0,0,1,5.9,0,1,1728.85,0,24,0,0,0,1728.85,-1.343,-0.277,-0.243,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.049358405,0,,9365-CSLBQ
0,0,0,0,1,0,0,0,0,0,0,0,0,1,24.25,24.25,1,0,0,0,0,0,1,0,0.1,1,0,24.25,0,1,0,1,0,24.25,-1.346,-0.997,-0.996,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.2249291,0,,1334-FJSVR
1,0,1,1,72,1,1,0,0,0,0,0,0,0,25.1,1857.85,0,0,1,0,1,0,0,0,6,0,1,1807.2,0,24,0,0,0,1807.2,-1.318,-0.187,-0.209,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0.035401408,0,,5884-FBCTL
0,1,1,0,16,1,0,1,1,0,0,0,0,1,54.55,825.1,0,0,0,0,0,0,0,0,1.3,1,2,872.8,0,1,0,0,0,872.8,-0.339,-0.643,-0.621,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0.39694485,0,,7130-CTCUS
0,0,1,0,66,1,1,1,1,1,1,0,0,0,96.6,6424.25,0,1,0,0,1,0,0,1,5.5,1,5,6375.6,1,24,0,0,1,6375.6,1.058,1.829,1.809,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.5899358,1,,6242-FEGFD
1,0,0,0,11,1,1,0,0,0,0,0,0,1,76.5,837.95,1,1,0,0,0,0,1,0,0.9,1,1,841.5,0,1,0,1,1,841.5,0.39,-0.637,-0.635,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.32124874,0,,7625-XCQRH
0,0,0,0,51,1,1,1,1,1,1,1,0,1,81.15,4126.2,0,0,0,1,0,1,0,0,4.2,1,6,4138.65,0,12,1,0,0,4138.65,0.545,0.814,0.821,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.08322881,0,,6194-HBGQN
1,0,0,1,8,0,0,1,0,0,0,0,1,1,38.5,330.8,0,0,0,0,0,0,1,0,0.7,1,2,308,0,1,0,1,0,308,-0.873,-0.861,-0.871,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.15913092,0,,7634-WSWDB
0,0,0,0,14,1,0,0,0,0,0,1,1,1,92.9,1337.45,0,1,0,0,0,0,1,0,1.2,1,2,1300.6,1,1,0,1,1,1300.6,0.935,-0.417,-0.432,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0.3385133,0,,6986-IXNDM
1,0,0,0,4,1,1,0,1,0,1,0,1,1,93.5,362.2,1,1,0,0,0,0,1,0,0.3,1,4,374,1,1,0,1,1,374,0.955,-0.847,-0.841,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.30459085,0,,1731-TVIUK
1,0,0,0,70,1,1,1,1,1,0,1,1,0,84.7,5991.05,0,0,0,0,1,0,0,1,5.8,1,6,5929,0,24,0,0,0,5929,0.663,1.637,1.611,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.38832718,0,,2987-BJXIK
1,0,0,1,70,1,1,1,1,0,1,0,0,0,66,4891.5,0,0,0,0,1,0,1,0,5.8,1,4,4620,0,24,0,1,0,4620,0.041,1.152,1.033,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.39219373,0,,9769-TSBZE
1,1,1,0,54,1,1,0,1,0,0,1,1,1,101.5,5373.1,1,1,0,1,0,1,0,0,4.5,1,4,5481,1,12,1,0,1,5481,1.221,1.365,1.414,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.33075345,0,,0406-BPDVR
0,0,0,1,28,1,0,1,0,0,0,0,0,1,74.9,2068.55,1,1,0,0,0,0,0,0,2.3,1,1,2097.2,0,1,0,0,1,2097.2,0.337,-0.094,-0.081,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.2618509,0,,0618-XWMSS
0,0,0,0,24,1,0,0,0,0,0,0,0,0,20.75,487.05,0,0,1,0,1,0,0,1,2,0,0,498,0,24,0,0,0,498,-1.463,-0.792,-0.787,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0.034582198,0,,1395-WSWXR
1,0,1,0,69,1,0,0,1,0,0,0,1,1,61.45,4131.2,0,0,0,0,1,1,0,0,5.8,1,2,4240.05,0,24,1,0,0,4240.05,-0.11,0.816,0.866,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.036320314,0,,6023-GSSXW
0,0,1,1,42,1,0,1,1,0,0,0,0,0,54.5,2301.15,0,0,0,0,0,0,0,1,3.5,1,2,2289,0,1,0,0,0,2289,-0.341,0.008,0.004,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0.17026998,0,,6752-APNJL
1,1,0,0,2,1,0,0,0,0,0,0,0,1,69.6,131.65,1,1,0,0,0,0,1,0,0.2,1,0,139.2,0,1,0,1,1,139.2,0.161,-0.949,-0.945,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.4571318,0,,5276-KQWHG
1,1,0,0,39,1,1,0,0,1,0,1,1,1,99.75,4036,0,1,0,0,0,0,1,0,3.2,1,4,3890.25,1,1,0,1,1,3890.25,1.163,0.774,0.711,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.3894903,0,,0420-HLGXF
